,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
3638,HnmeXzVUJA8UWxZVzXCnkUaUY1LfStUK55rVXcBA8w17,385.237,400.0,52.749,-14.763,-0.037
12536,CVjkHr29t8pzeXU1U1CdMpT6qwf9Jw4XGxvxU7RURPYj,40.395,182.0,52.622,-141.605,-0.778
5370,6pNkoTnwqqgard68RQyUPjXnkWzmk2o69BYo21bAEJ6t,0.008,301.99,52.526,-301.982,-1.0
1431,DVyXADyeL9boS2pUVP22NxNtD4mvXn9DbJajd62gezGS,0.004,91.27,52.477,-91.266,-1.0
2940,A1hdbrw4x1nYME7zBqrGYTtZxYL2Duu1gKReApCanyrC,282.512,498.0,52.428,-215.488,-0.433
3448,5nRwBMUrm9zpyVueMcAas6kauSLJdQL4jHowL1AC54nR,0.001,447.38,52.276,-447.379,-1.0
2861,AMyKEk1HEpSCHMJLGwxTdKndnQ2ZNN3skpx97xYMTqCn,0.006,-916.31,52.261,916.316,inf
6930,5abJmqcRn8KrtpL85g7ngLdphagkgw7A9m8mr77mkiRn,0.002,-676.71,51.969,676.712,inf
10126,E77Z12M5p16F3PAdVheWjRUVEWR4SBimjyfHa47Lf24z,0.008,31.32,51.896,-31.312,-1.0
7580,4y31jWFrDnYBxDvQv5VQEmP2SmRQ7mJGNWRbyFhkgEHU,4892.271,4732.28,51.806,159.991,0.034
7435,2yfFeU4iAdBGX6k2R7quWCWJvFxcjKEdsKcyfevkFaSm,0.003,-111.06,51.703,111.063,inf
12281,5QhfNFW6Mbbg6Wbkvh14Jx7XgqBfgUXfcBYWDrQExSEA,101064.556,100000.0,51.308,1064.556,0.011
10650,HNGeHmje8qFNZCC3TkhotbVHFypTqHxbzgvRGziATYyC,7812.062,6977.0,51.298,835.062,0.12
5514,BFWNfNhm4RUFJs3721We8Dyocw1okinoUA3JtHshAHkU,1346.381,1597.0,51.073,-250.619,-0.157
62,DDfVnNfi27g79bP3zdVpD8QuphKptjEPSa1qb71asR46,3953.014,1500.0,50.905,2453.014,1.635
7121,EbAL3PZiXetwYq6t8eF96DRaN9J9e9a7AqeDLUVLGg5Z,3246.643,1499.57,50.828,1747.073,1.165
6877,DB9w2Gt3keXipbmfMMwXJLTmMLEB2kBG3V13T3jcx6Zy,0.007,829.63,50.601,-829.623,-1.0
593,5183j41gwiGs5W83GcufzVpy4Srzc6nVAWQ18q8z4PbL,0.003,61.9,50.501,-61.897,-1.0
1424,2eRDrWV3XFs1uq5XrgFC4v4JEiqhwegqiBQSKHLtdBLn,0.003,-505.74,50.401,505.743,inf
9461,A2gRXnnsmLvMSzZray4DJdn7dgsrZwwK8uxqnajnyZHs,0.342,87.26,50.266,-86.918,-0.996
1666,54rcQUxBXFfoNq8n9RxsxH1Lp4VHR2CfE71vCCVy6rPQ,19.443,627.0,50.119,-607.557,-0.969
14113,AT4qoJDVGXpEm3BGACUhC1zpVNLq4iX2bJ4cpABehpoD,52.636,10000.0,50.01,-9947.364,-0.995
7629,6VuKLtKKHmB5y7FUwYuVSVYUnDih5FJMPn3p6LFEmEB8,842.752,377.0,49.994,465.752,1.235
3711,DqUrUetDEcLoPqHC8Rc8N7QpoUAb3M7SYoedCTF7xF9J,978.946,805.0,49.963,173.946,0.216
4450,BhhVhLVZkSd3aHDMd6ojTgtJtbgAdMCA9Xj8jL2GMXoL,990.446,912.91,49.962,77.536,0.085
13180,GqdJUs8NPS9qsnY7pZGR8EUURWakjU4AgSgfnpUjWkCh,293.493,400.0,49.819,-106.507,-0.266
3885,2e1JmMFKywotudtRMwEQmEgUNpGJYDJBr1ukiyAb8Fk6,4775.66,5000.0,49.812,-224.34,-0.045
7387,2ft5U63ftgQNAii4VqdquGxKgQF19vq1DGQSyRG4HeN6,634.776,700.0,49.771,-65.224,-0.093
3333,3dd4SQuqyvZEvnnHX3HvxeELmXhZ9hMpSyqCxZwqH9RP,0.002,356.25,49.704,-356.248,-1.0
6265,8u2QmRZXBkXQVa1zbPBNKqrk9Lk5tK61S9CTvTzzck1,0.003,383.63,49.656,-383.627,-1.0
9336,3ohbrs6r5kkYDtQKUsFC8He7PwtQ7SW41CmS2a4bHxfx,0.007,-154.89,49.577,154.897,inf
6022,4VZZ35kmLaQUB45FGeatx6UANNrH1HRMYRZXVGR5YgSq,0.009,50.37,49.522,-50.361,-1.0
1603,DdFJzTG8MYBY9F6jcMiX2L3L5uVrjur6accKsPxCRn4H,0.004,53.82,49.511,-53.816,-1.0
6580,8gLKiGgCA5UuqgFqMBjTYignJVetAcjGFASLLwnXxcU4,0.002,82.24,49.422,-82.238,-1.0
12179,AzmKB7i1dJucc5Ec1mxpoJor662CDFKAAWRstWDtrmaq,2.153,756.37,49.36,-754.217,-0.997
2977,7GN2rpri4q4KcKKQAy21QtQfS1EqUnt23HPohdQxVkL1,0.007,45.26,49.197,-45.253,-1.0
5740,Ep3SGZFHr2chuaUmjnbE4U1bpmr3amcMWacTamCzHryx,0.004,505.69,48.925,-505.686,-1.0
2380,AxCVUaxwrFZE1js8rQ5TNCrDVELms93vpvuqgjjZQaho,0.006,156.76,48.916,-156.754,-1.0
9751,GxRV1ipWK5zKkQLfJ7y4XDXDeyvQPEuqjoRCdRGBxvRJ,3668.907,1500.0,48.66,2168.907,1.446
11705,DvT57fEsoihPR1V5mztCy4VtidX2n8748pNxG4Yg4jA1,0.004,-16.17,48.596,16.174,inf
2539,9cE3sPydeiFpAZajTK8ewa8pQLT5MvQPemwrHJUyzH1C,0.007,-22.97,48.438,22.977,inf
12743,HRpPpD5HdSWgkr3M3rrzhZJVpc5wwWzv6Q5dxmvDtp4F,0.001,60.13,48.39,-60.129,-1.0
7560,ENrKTiCCbJbSRK3dHPMAnfo9uT6Z2kGXvpQuQkmxTcvy,0.003,24.7,48.098,-24.697,-1.0
990,2gMb55uQr5fMZt8LhG92JmZwPkeMSLxv93Gv6FHeSEM6,0.007,138.4,47.663,-138.393,-1.0
12170,DsVsuKwpZabY7WoYU8rvP2AqL5dDAGg4vXKftxrX8e1s,0.009,602.28,47.404,-602.271,-1.0
5943,9gKmesdw4seNu1TbzKnv1vW4UqgvgwmjmNodPJb7Exso,0.009,58.67,47.231,-58.661,-1.0
5158,2zdyYgCFX3G7oLnEX4NpCZKxUSYu1RB12pC9NYmvHxmy,0.007,3435.85,46.844,-3435.843,-1.0
2706,3mThPecBgE3NaNeUxW4iNovDmTWghLPLb2hBU3JXqVEE,1613.477,1426.147,46.689,187.33,0.131
8944,92cQnCMBkPL8DmE4xYQXJVAQ8EXk3moXXVHaM2zQT4uj,3881.421,5000.0,46.623,-1118.579,-0.224
2050,GZUhbb431M82ZUd25ZkuWSf8ZMXetG5YEwp1PjKkiQp9,99.972,-90.0,46.513,189.972,inf
3202,FgmsvvzPbikBafMRcG4HUKaSgdRT8wC4Fj2GxXnUvBRZ,291.117,400.0,46.379,-108.883,-0.272
9311,7eihVTJss9YrFiguG5LZRTDS8rvkYKCC5KPZjUrVNnyR,0.004,2135.36,46.332,-2135.356,-1.0
8131,Cf2RMMvin8Sj4W3WH35LNw51rKPba3rCAkCTgG5GXvxy,17921.508,19884.0,46.199,-1962.492,-0.099
11694,EanSXRkJu91FKUhPCzYxWkmM3PQUWcovEnoZXcd6vQ9E,0.006,992.19,46.194,-992.184,-1.0
6040,599GdZPZj4ekuBzY6op2noKAqidPQX6FVtd2UAmQAadU,0.007,50.18,46.181,-50.173,-1.0
2635,GdzbvjcDxgckAH4sFhkuKfWkiC8FMubBoLFZEEVBRd3R,0.009,45.59,46.1,-45.581,-1.0
10177,92S3WKUNQZhQi5EpQD7DFbiB8sWFfDQJj14Gs9rYMkZu,0.003,54.28,45.72,-54.277,-1.0
6561,ET2zu3uDMHimRqpfj2d4SKtsqsHGDPiA94Lp5YXAEcdp,0.005,44.02,45.618,-44.015,-1.0
11320,2PaU65RnsW1F8PapeJmZXqowmp1YSJ1LPvoRwfqRUPqz,556.801,704.54,45.526,-147.739,-0.21
5586,3aMMcaFAakfBjpSirh24KczVMyYVTaZBE9JBk288k6Ep,0.009,212.42,45.507,-212.411,-1.0
11541,DHv4AsHMRZ6DuPaKEr2cLMNsX2ezT75T9haNgsDngS2b,0.009,38.0,45.419,-37.991,-1.0
4293,6QpMzjMtdCr8uoMWSYhvB3MkCkssYXv4WScrHwkB4i6L,0.007,24.77,45.398,-24.763,-1.0
6291,FUfpSnw2hdDPJckpEHhiQ55v9qPjyqBPger7K858QQdG,0.007,13.32,45.279,-13.313,-0.999
8030,6kq3QitwTHdwtMZWgAyFsbMuBCSstth2oiFjGuqfsNp9,0.009,3421.85,45.231,-3421.841,-1.0
1910,6kbTnDL9xhi1YvPLtFvRmk8aE1HWsxNAEALcQ9kdCJQW,1792.034,2397.0,45.101,-604.966,-0.252
1030,Cea5Ry4zLro67jEoS3ba213KYNbvq6VXyZ6JgnjTHd89,0.004,1238.05,44.854,-1238.046,-1.0
2142,5pMFR2KBZgoLW1k6Lh36gqYXXNawvez7GqDqYNf6BWnj,1758.81,1200.0,44.728,558.81,0.466
5633,EpymF7AMY4TV4TgJ3Gg7pyfdXekhVRo8jffaWYphsQJa,0.004,-14.24,44.475,14.244,inf
8080,H2V9LNtqCppvkoaBbk5AF8cwRNm5UvB4wkZ4fwydaGMk,0.001,-746.09,44.371,746.091,inf
4881,8imLcBJFwbM97Dbr3CAB4nHK6cbmhyFLTXZqZ664KgyA,0.005,137.44,44.292,-137.435,-1.0
14197,5qY8ZrqpHPqkAuXp6HpE2zC8qTfzsP8MXWSoxkZQV5jx,7.25,327.49,44.251,-320.24,-0.978
13575,3WN8GWa5LN3THWxvTpNB7r6gZmzGJ6kqbiGqdywjoRzz,0.0,500.0,44.153,-500.0,-1.0
2172,F8kfTtFz51Cmw6VdiDHTGoEnnYEzeydKcZo24iGczAhK,0.009,81.31,44.138,-81.301,-1.0
8659,89fG4kNy57DoQBEkUQSfJ7QXrXej1XyknoTqpG3upz3f,0.0,45.81,44.081,-45.81,-1.0
7214,7XKJa1pR8qadzf77mE45fXbRFREpCu8A2qFrJYV35Ab9,0.01,553.36,43.979,-553.35,-1.0
8261,GpExy3cxiCrGR3sxSVa5VF9AMR1Up5TtYG8oohgGN3vx,0.0,59.27,43.899,-59.27,-1.0
11178,Cf6VsvBxhycnYD2QfnHqca6QeJRs7gzSkYEbfmarRNkZ,738.884,580.0,43.833,158.884,0.274
85,GoV8U9c4hjCjeosW1VKsDuRTfUe96sUPAC5RyUbstpUt,134.701,651.5,43.799,-516.799,-0.793
14538,5xpiEvfY9hpdUW1c85fQSTBPgVbcrjD5hkmUCYvSF2DR,341.31,-476.45,43.696,817.76,inf
7285,8wa28dgXkUDdfojzeKVBS4zx8GuMMe4Sf5Jhs66QH2D3,0.009,81.01,43.684,-81.001,-1.0
6149,ETm5JQhSJAJ77bXjWEYZZeZQ2XvYLxafdpXsdpMEFPjU,0.005,122.25,43.551,-122.245,-1.0
6387,4HcBfPGGrMUw926v7tjxjBaCjxw1LugMmP3G5p1nmYKA,25635.377,30000.0,43.453,-4364.623,-0.145
11470,5dM6X7DVy28oznuB7mhJjdDNte6mcTZ31HLF7DqFDGsR,0.463,1190.0,43.348,-1189.537,-1.0
13044,G5WxJwkaQ9JGZ3RkzaTLQp3L6cgL3F85mhwbW3fQAVs9,0.003,596.43,43.264,-596.427,-1.0
2719,Dk3NoasK5MSE58VwDNDBngdy39h3ZCQfv5icMfW6DLe6,0.006,12.62,43.239,-12.614,-1.0
2309,9jMAUgoiHZXsoGomc6NFTvarZojxpNJPtz816zq2gQM6,234.37,500.0,43.207,-265.63,-0.531
3281,Hm9LLY3xYzy2qVukaTbskBBxAJZQrf5ns6osWfb1vL1B,0.006,-83.05,43.194,83.056,inf
3844,CegXRMtBLs9sqzuhoG1K7XpoVHeEyeLJ8NYhUTHd9Y8H,0.005,170.064,43.178,-170.059,-1.0
14429,8G3MZPpXc9r39cFuEPoeVhG5jiJchAD6FfUZEu1Ua5q9,1739.645,2933.41,43.164,-1193.765,-0.407
4420,9VaeW6x3prG6QER8UdjpyVmzsfcPQ1e4trNFVV84Kp3h,0.002,-21.24,43.129,21.242,inf
9529,Erjdh3HeS2XWnPY73TymRSnmDWbYdL23YQq7AtevxF6M,0.004,42.92,43.02,-42.916,-1.0
730,HLSWyssF1XGr7LEbYwrsk1pQFtb9FcPVePbgbPwcMoqW,0.001,107.82,42.977,-107.819,-1.0
7253,FcGGuU8Mr8JoUHbM7Jz2gRvAxKoje2eSL1TbU6q28xzZ,0.009,50.34,42.963,-50.331,-1.0
2562,3XUaGUY2mYUdjo9se5m1borLwK1chtx98ZdNUpSQJN7v,0.007,-156.58,42.962,156.587,inf
3243,DCgsQbdxSRAfkZvMT8jVWVsaPwsYGKnnxTEUBtbSSiBT,0.005,1115.17,42.943,-1115.165,-1.0
3931,77dTbZJCiMxqSBUC9sdCEa7RXFtvv8YrPdEq7r1Vqizy,514.95,400.0,42.921,114.95,0.287
9457,48CjwcXuKCqTnTCp2cXipTa5u5dL6UajCWa3Kz6mKtuT,0.005,42.86,42.867,-42.855,-1.0
1868,LLCZYbfwkZFowwcwkY6RedUynbEwRU7UmJGDSHpp7P3,0.003,29.53,42.816,-29.527,-1.0
10458,3LXDGWVd5H652rByWdGYBf2G6v7v9VCZbivu9UU1UzaF,19852.65,18785.67,42.734,1066.98,0.057
6812,G7oLSwRpiXccxVe9QiNEeRoriPR5nMfuq5z1zmEneB3p,0.008,-106.76,42.732,106.768,inf
13361,7xSCSWPEgF2TWnsdw2DQTdtbPUv75m1Sa4DTvg6VAzKF,0.006,43.21,42.72,-43.204,-1.0
4541,89xwmvzJHQbQPhXHVkZKmP7MVrKHqS2WAx1ajzPVgoXA,0.007,-256.25,42.658,256.257,inf
10936,B8ndBF8K2QJiNuA7KguYaSCq5UBw9znwGqKotZsWiT9b,0.0,42.5,42.595,-42.5,-1.0
7661,HbDn3i5XLLeYFStJqk6SB6zmh3kd3Dkn2HoRRg3gpyG5,0.007,42.63,42.505,-42.623,-1.0
14589,4QECtX1igwDCCCbaBDxm3fv7abV9R4g4ZSk8x7V3myXn,183.077,375.0,42.494,-191.923,-0.512
9907,DCkMf6JNRiNVKpiMiiP6WAdmWSznyjZvjvhFe8mBJeTk,0.005,5207.99,42.492,-5207.985,-1.0
6427,2N7mKsmvGZaUt7B79WBcXb6pjc5o6nuHgoqouQE7bpwp,337.405,547.09,42.415,-209.685,-0.383
10675,6xeNr9LhAfC6FRV62dALYdgx3bsoUpUpmEBiUPYCV5fz,269.241,772.0,42.357,-502.759,-0.651
375,Ez9ezrQP5jwtAYFsKGJkHCw7h5ktsCzEUxdjdnXZnaDd,0.009,46.26,42.319,-46.251,-1.0
5432,8H9KfZ8Vmqd9DbdrFTrQhgJtjFhUDScFW2hWXDAeQcrM,5261.134,11263.0,42.202,-6001.866,-0.533
872,2WTNe6WdW8jQiCJRYk5kwMqC6Pd6KWzjAgWRoCLfxFus,0.005,30.84,42.086,-30.835,-1.0
5984,7qjxnZ5WoNFjevLTvNQ9gX7uFdowSGTSXC95sneL8HtE,0.003,45.46,42.054,-45.457,-1.0
12426,4FvNPDMP36ZXF94FBnQzuXj9LtBix5ESAzT3KbHaj4Nu,0.001,-181.26,41.967,181.261,inf
6015,FMdKLXhQEnNJtvM17ZX8jhaeMaSD9UgDuN3Kw7kMrd7K,43.705,900.0,41.89,-856.295,-0.951
5269,Dygw1EcRs1kKw9uj9aoAQNqGb6Sxhum3uor6WBAjrHYK,0.005,155.59,41.884,-155.585,-1.0
9257,6igXx1W5d8WpgUsNCbqiZgzBqG5dLBgqhBC5VKcU3T1e,0.006,198.44,41.665,-198.434,-1.0
151,6wzHE2J3mbrxx845erde2R4jKA7t2SyfumD3A8L1hY8c,647.122,340.56,41.591,306.562,0.9
11153,FGNMG75v9e3qxBgg85EWgEYErCVrZBzZhchcudvFtcP9,3771.419,1500.0,41.549,2271.419,1.514
9100,7X1UBUXhC59kzJKyroP6fe5GVtGCrVMZGKwbSnedkvwJ,32.265,130.0,41.408,-97.735,-0.752
12553,HEa7VAKA7fv8bQDva7m1PE6WJsXByXV8vAiBdA98C3gk,0.002,34.05,41.397,-34.048,-1.0
7843,CPq5vnfeokGhscLUwoNTzwGK2CYb9a8A12gZR5XuPCxy,369.692,400.0,41.214,-30.308,-0.076
13676,5rt21sHqh1Lerdu4MZh7HkcEtTCtia1dKGbUckRd3mb9,0.004,80.53,41.196,-80.526,-1.0
11283,21cceH28crBnCpXmD3UEJiDm6zJbvYzy2TrmoMihVLZo,2654.554,1500.0,41.193,1154.554,0.77
2668,Cj8QyRKRoHN5qhGv9bG8uenpib9Z1MkwtP2KFU7WSLv8,0.006,1833.34,41.141,-1833.334,-1.0
2673,QJVnDmnE56czS1bqDbfExuVFqoz96ToirvRG1ekkwsX,3753.583,1500.0,41.08,2253.583,1.502
6201,HY4DoVT2MnFrQwsJWfshmeHqDhtY7ZAxLz2JhuMfA2hV,0.002,-2224.44,41.02,2224.442,inf
2665,6t1TW2uti6fXnj88H3iqSWDQQTbC2x8k8BAesjwehjrZ,0.003,41.92,41.017,-41.917,-1.0
12504,FDPQSMqs8Sm1EuMZdN7MZFXtnSK29oS7cWu17UGUMdSy,0.0,-52.64,40.916,52.64,inf
10437,HnsKX2c4zufHVYc7Uqfw44pw4HbGx7NgZ9iDvr9VdBNM,514.178,751.224,40.894,-237.046,-0.316
7495,HZ2Fqh5ifU7QdQEQ7yUu7F8uJKrbEPociJZpH47TkbMF,0.008,40.98,40.889,-40.972,-1.0
9605,3RL5btX6ru2VZ2G31xHYBVzHZxxLoocFNe6CZtaR7LPJ,0.002,40.89,40.848,-40.888,-1.0
6912,6htSQAvGQCPs1NXt3iR59BtiBbxZZ3QAf5XSNjyfHhi2,166.426,250.0,40.823,-83.574,-0.334
1177,SEndYVMCKAeZUKSqGrMUSqXFmxtA9M1t4eXsUhVsTBF,305.962,500.0,40.751,-194.038,-0.388
2293,4g8qrVHWqdFa6kpjmFyHt6nuYmeumiAvhog4ZNgRW7Ms,3543.203,1500.0,40.622,2043.203,1.362
7287,DrKUdUceJkK8PboiviYihm7p7hwq3TvHxqh9vMQsZ24P,0.002,36.19,40.622,-36.188,-1.0
2724,4Ud9uTEj9zkYg63JEPUyFXyED6rUDRfJQhrUyReoEqLk,0.005,-544.43,40.419,544.435,inf
4434,7WiXFStRK2Muxm8ycPjQKo8F2QJ5dc4szePacTBkR4yX,4955.715,5000.0,40.396,-44.285,-0.009
9059,BiUc9PJus3MU6t4Exo1YmjB8ViDvB2gi8tczrZ8K7FNm,3541.796,1500.0,40.382,2041.796,1.361
8872,HNCJ9xJCwy9rBzYHDF4AsE677ueQDGHS1riTGoBGdDgh,0.004,42.97,40.379,-42.966,-1.0
29,EVMrznfJS54BZiywDD2WhUtxzicDtbEpm2a5yLrtCgRF,3354.079,2203.41,40.363,1150.669,0.522
12513,Gk9bNe1DFGQega37ZACu4pJSWSNungQE6gsRVodHRUBL,3555.298,1500.0,40.295,2055.298,1.37
11179,Avd2Mc6bin886QtoypHDsTWgmA3LePhXH8iarKyhdhZV,0.008,104.25,40.28,-104.242,-1.0
3538,o9v7ALc6cgcPvkbDEGKMEtsjtQP5dLLZJYDG47S1iu7,0.004,3.62,40.231,-3.616,-0.999
4880,2D4rdMESqJg3KxCztTUP3kguMRS8wa2D6hBpgLCvYTdV,0.006,40.42,40.21,-40.414,-1.0
8864,J3rN5xViqnUob5qqvYQ5wfhDqcpgdAsFFxrc2Z81575v,3540.517,1500.0,40.179,2040.517,1.36
9685,5yitfj5ihD6vmFkgu2H5P5cgdQRVrbxhvCcEbP85YuDG,3450.437,1500.0,40.165,1950.437,1.3
2192,2nGffAS2SLKqWrFwymP2dFUoHJDhaD82xDimUYMmJWvb,0.003,39.13,40.079,-39.127,-1.0
9938,EWy47Ux2f6vSxGq84kckctSQ8tQnAso8rBmcaaWhmtiy,0.007,9.24,40.027,-9.233,-0.999
8871,6Dh3CUSakqZVZEQa6pLgQqeCXfJFCfCDfhZBwHJZPMTA,0.004,21.54,40.007,-21.536,-1.0
12712,BzJnghZpkUS7U1BDWWUxiuJZbzsd666PSUxhPiH6ovHB,0.004,37.04,40.003,-37.036,-1.0
5993,GeBDMdyr6aKhXNaoxF79ZHWmifkeZEgwDsiTzDT9jg3G,0.008,38.62,40.001,-38.612,-1.0
4114,4AmnJ4yNMUXj9MA6ZPgewYBwXCozX6iAXnbdhBfJpEms,0.003,40.17,40.0,-40.167,-1.0
7481,DUG5XXXBNq9B8ptfnTREvu2ghh2ZSmXqvfbw31WZEq5Y,0.008,40.08,40.0,-40.072,-1.0
8693,8oT1B3Mpi2zBs7PzWSXAWYKAbXdyXpZ1F3PkXna5BK9s,0.006,39.62,40.0,-39.614,-1.0
13816,Aa1NFMUFX55s85pSd7afGcsTcZis3Jw6vf2HHtFUT4kf,0.003,39.59,40.0,-39.587,-1.0
13767,B8e2MmUgLzefAib8fFVNJz5qatmYwammx3KqKSuavR6y,0.008,40.48,40.0,-40.472,-1.0
350,BY273U1xuHuT6tYaReiUwmRW9e5Cm9ziWt3crUz5nyBa,0.008,41.47,39.999,-41.462,-1.0
7376,6nXh7gnXz8SJCRQP7RRsm27jgABNUWisumDocq8SN9Pj,0.009,41.0,39.999,-40.991,-1.0
2151,3d2WVuBEy2HZjKALRatkPFGHHb2nbyXQ8wHoUwV2CkYt,0.002,40.59,39.999,-40.588,-1.0
6337,8Qr116bRXPqSZLSzGUHNXaQSjhSkSchKxjMDZiuHh6fd,0.007,41.46,39.999,-41.453,-1.0
9758,HJZDfaR3bjnNwsjBjmCnLpgjhooArLouCNVf1h8skcSF,0.003,40.88,39.999,-40.877,-1.0
286,BA4a6QzoWfF4pBVHPnG1UpqeMhydUy9Y6BKsMhe88uir,0.006,41.65,39.998,-41.644,-1.0
2575,3WeMrmSZyzgCHmNEzZU5kScoik28qsKw5uYxF3rktmoJ,0.006,41.99,39.998,-41.984,-1.0
13980,2XRe7fdf9Vgd7gHyJfvaSLaWPcSjQwanB4K8Sqd49W2a,0.006,43.69,39.996,-43.684,-1.0
12966,8ritZp2juy5S7MiQpkqv3PehWChaMeWujoMkGW7tvJYG,0.006,44.96,39.995,-44.954,-1.0
13663,uupvL2CmoicJ7RdTHYKLG8s3FhKqTTpvvHEuYecZwx6,0.008,45.87,39.994,-45.862,-1.0
1970,H2Zguf8YBHy17Dv1TYdRM36cEPBqYrDUipEgJFMKyiGu,0.01,46.11,39.994,-46.1,-1.0
2506,8mYobsxWkJMs5XsQ7sZ5cWy8k5hbb5D5ptcKXUMKmi6A,0.002,47.33,39.993,-47.328,-1.0
4063,5VQ21nxZUpusScxnUWJZQ1zbhvDXFJGd1kwQWQSL93nH,0.008,46.62,39.993,-46.612,-1.0
3034,8scV7WgrcGq9JQRA5R7SEY8Lacw9V94J8qjjTS8cUhiy,0.004,48.91,39.991,-48.906,-1.0
11060,GYajtn3X8RAag6XFtKcovRijDLLquAXLbmZSzTqkaaNr,0.007,48.67,39.991,-48.663,-1.0
2118,6hMfSmCh4i7QeWhjD6npZmQ1KAZCzgHybWqAUSVLXXPY,0.009,49.16,39.991,-49.151,-1.0
3873,62JyVupZenh1beq2L1ZbazG7C7vhFF6nKj8hT4Chk6xt,0.003,59.99,39.98,-59.987,-1.0
12629,Ej9FueJqXU5ef9fD6AajBNfgjsojyLk5T2t6MVyaAZrm,0.005,63.97,39.976,-63.965,-1.0
6186,i2dJDw4YLS3nfdXiFLX1GKGjUhGk3vkAJtVs9ZkSBtw,0.0,4.67,39.963,-4.67,-1.0
9706,FxGh1WcyhiPQBGPiXXffcx4YfEbZSaWfSpNT1NuzsDgb,0.003,41.58,39.962,-41.577,-1.0
5619,9GNeadi2QBymX8PtWUJK2JiQAhxM7wCMzGSHCy43f5T3,14382.838,20000.0,39.953,-5617.162,-0.281
4472,S33eAqE3haoEMk8vdVmSg2FmiYMKY8bYjTyiK3frCc4,0.009,38.06,39.847,-38.051,-1.0
7490,74jAYqk5kSPvKZrF85t9Mh4a5vNVQB2o3udEmzrkYVe1,0.005,496.84,39.832,-496.835,-1.0
12064,BYxxbnsEFYPnd1uAxXGJAixvKFyLbM7QKMuNVM5PreLA,0.003,-228.42,39.798,228.423,inf
8324,9X72j79p4xMcWkCd7KE5mvc2KXUwJNVmS7cmB4HiXhNS,0.004,39.06,39.763,-39.056,-1.0
640,D9qT4bAUqEfGdXRjpPahTni4kksV2qdKTC1TSjfwENpj,0.008,39.73,39.723,-39.722,-1.0
10629,GUVrq3nfuZ24MScKLEw56hHpguUrKRWeXZ14HP3mJrQy,0.004,46.73,39.671,-46.726,-1.0
14468,CxgLAzbz8Sn6PDy161KkKTY87hdHoLSpWwK3ZEQ4kAPz,0.008,45.35,39.609,-45.342,-1.0
10464,49sMfPVLTY4kf7xLSiPwNSqsa4iFkcmrrnLz9nmnHuRA,0.001,153.55,39.606,-153.549,-1.0
4018,A2T7gFe8mru3VmjGfoHqFKCXwTeoLUAveMv1LYMJtMiA,0.007,39.86,39.599,-39.853,-1.0
4338,32F7Ubucuw3E6x2HA8xpktQDS4BYnzSca8minWdfX5kZ,0.004,32.78,39.592,-32.776,-1.0
13262,CQDfSjbkUnvhoMi6F394xgt3qfzRege3jMfxQhJvyXHw,0.006,45.03,39.488,-45.024,-1.0
772,GRqv7y5n92vQ7bXcBqUng4vaau6w1tQeou953s8kJNwD,537.557,400.71,39.477,136.847,0.342
3009,CExkqRbV6GdqFhVNWB2Dtqs64GKyrThjXAjtR8y3ubon,0.004,40.13,39.394,-40.126,-1.0
3400,87rjHzw133wKAJJdYM8uEy8G5F753oDfm1eXBRneeRQG,0.009,40.48,39.389,-40.471,-1.0
6001,6TWJ8huRvaHdb1Rr9TvV5oNA163kaV8o8dpXoZBrCotK,1095.567,1714.0,39.369,-618.433,-0.361
14314,35Yk8zNmEuqzKnzVPNrASBDQJnYd8qZyKQLtJTahaKi5,0.003,45.42,39.278,-45.417,-1.0
5520,8nXbrdjjaHB73CRPRenGEQj73wbtEFGDwXsehRGMhsap,0.006,75.03,39.228,-75.024,-1.0
8885,7Z3tmzBJxvHjtzpBExYRuQP52MxWTK2mSAhT57CzbMYH,0.004,33.42,39.082,-33.416,-1.0
9150,2AeCbiV6NPAT9X6dwrhe2ZyPQ31sr2rMwYcT6fx8pwgq,137.98,100.0,39.066,37.98,0.38
7364,8yuea1NkTmp21us1w5F6epT6mGBT3J5QANTkq9tk3Fq9,0.007,39.51,39.054,-39.503,-1.0
12090,2jPxG5FL6D6XEJsRszJ9cmQ54AWSpZyPFSbn3DpWBSuM,0.0,290.43,39.043,-290.43,-1.0
12522,qc5do2faWgJUsqcLk5RGkp6m2LJm9v1xzkkSfLe7Kh5,0.003,2342.36,39.008,-2342.357,-1.0
12147,7SU2xA5E84418ujSBiZ7JyeiQtAju91VAzVGZy9K2Zqq,0.005,-767.65,38.988,767.655,inf
5469,6nq7PWx9EbCP461Qvey1kri95qaGLdDAov8u3FYEm3NE,0.008,-500.2,38.914,500.208,inf
4580,CyanEoCBoDE2Eepcrk5HZGV2bmb5RtcHxbfCxFvdb9L6,3.517,19.0,38.825,-15.483,-0.815
428,3JfRFfMGWiBVoPYxTFWxAQ5FuEfugyw3v9aYcUWJU1dS,0.001,43.6,38.699,-43.599,-1.0
2826,3rAme374GAKAWSYJtsd2qTBT8JfPJoqFaGwGKaThTDAR,0.008,39.44,38.66,-39.432,-1.0
6897,CuP5X3SN8cnyHzNL5XEJRRaYhzEvUP35aF17jazsiy1W,419.089,953.0,38.656,-533.911,-0.56
8607,4T2MDxf43fxhNe8A2aF7G8hFFpPnkeWkMGPRiYVcBo9h,61.66,72.12,38.588,-10.46,-0.145
