,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
2229,6Px8eeTiZKwphvcsisKLEt9YoX1qEaJptbtmadJV5BCJ,0.009,5.7,26.889,-5.691,-0.998
6674,BbawXsWAqzz1zy3XgnbCwig8sJTFN2JrFiVyyemknen4,0.002,26.82,26.877,-26.818,-1.0
115,B16pr216PJiHpbytr5SHyDbVCR6Nk3KrEiNsm8vXSHY4,0.006,158.29,26.767,-158.284,-1.0
5953,5KXPQmLVYmxpXK8Sgk5c73PrrEequVWGt56M7uypaKiW,0.003,8.15,26.761,-8.147,-1.0
5874,4uLyEUPkbnu8opzaQRUgK8gpVSER5J8W7s2325BrQiiR,0.0,28.09,26.721,-28.09,-1.0
1224,8Y6p9bVN1GERwFmDpR7G6G8TsayYhxuAjPoopFMf8CCz,0.002,-20.44,26.64,20.442,inf
3282,EHJXCJ4ZxPY7F1CeDQkXxVCLyTBXAY2ouWMJfKic9EcK,191.178,100.0,26.621,91.178,0.912
6287,AfhdvhtzsQVRPMc3nK9deKNqecMsQTb5gr1ugXuEHNh3,0.002,26.99,26.523,-26.988,-1.0
3586,EqGVTwmoH4FU2K3Xc3DQJoYJtA6qz9z5smb98kSwBDTb,0.004,-212.8,26.442,212.804,inf
1631,FgQQ1m33HL7aphiVgpMShap39FQjGLMbEGGWkMCnWj93,0.005,25.77,26.317,-25.765,-1.0
3826,3J3kH4dAG8aseCVMKgo98AePy9AcNpchUoCzdJravmyw,0.006,114.17,26.198,-114.164,-1.0
4688,4Sm9RWqrph72ZcWwCXSbjQ3gVJjfackrXZEKFSNJUSUx,1373.345,1210.0,26.097,163.345,0.135
1686,F3Hq5hKQ7mh2PiaMDtqTd1xPrGCUszajivFu1pBqvsbk,0.003,108.67,26.064,-108.667,-1.0
6174,GXgwtytmRUqUbfPM36K4FTCh5QhcUaQiAVi9rjqVen8G,0.008,25.17,26.046,-25.162,-1.0
1056,FErSyDhGSitj3buSfvosxTSsstksU6sxfhyBw8W1oXgy,0.009,56.84,25.965,-56.831,-1.0
6932,AW1ErW4JgV6U3VsadZMLTciMxLKPxwM7cSx7SMGMoqS5,0.009,-213.18,25.96,213.189,inf
2558,HXT7xc6HZXvWEa7YesKQXqBf8W71vRm9HdbxAk7Xatcm,0.009,142.31,25.81,-142.301,-1.0
3377,6FUqpLHmdoHV7po178jEmnKK29aDzku3H26KZupPiMkC,0.0,30.905,25.776,-30.905,-1.0
4384,XPucQa5eu9i1LWQjWBZzT1k6akMhJoB92g2UpAkaKvP,0.002,27.35,25.65,-27.348,-1.0
6407,HqtTbC1LFreGvgfpZe7nCqkNnh8GHPQKosfmc19zb1yi,52.997,2000.0,25.644,-1947.003,-0.974
4344,3sxkDJqcepjfnppjzD7CNd8jTRDbLZHHYME16wevZjBr,0.007,26.03,25.543,-26.023,-1.0
5128,6qqBmN3Mmy56gXvtBwLUyQwJoh2cYKmMtP61Po9xgxRj,489.139,500.0,25.538,-10.861,-0.022
5006,DF7vrxmDjWyyFMhi4sKc8dAwXHi4ueLANbC4uT34CR3V,0.008,49.76,25.488,-49.752,-1.0
2591,3TTUCUbDMr98vbwUidKDsmkVdLavhTsypKwMvn7s3De6,0.0,5100.0,25.456,-5100.0,-1.0
1945,3zf5RfWjC28QxUTwfuycRmmTsmbzT15Na1mEFYoTKEoV,0.002,24.21,25.401,-24.208,-1.0
3667,5MUQopMsxD3VCBf1nvPZbaywJjTHPBHxxuxumRW2oUxR,0.009,27.64,25.398,-27.631,-1.0
5490,6BiDDx9PDvWyaNpaa9cN7VX9e6cu5R4c9dxFyRWmRmNd,0.002,276.5,25.382,-276.498,-1.0
2137,4JCpheuyWpDwJyKb9sWTNjqgkYpd7CXVtiaZNxwpRUgw,12774.621,12800.0,25.379,-25.379,-0.002
1257,2aa8hQrAzLEzB7HRTJp1VZSgW2NVK13yiqN1JtLSSvyh,0.007,24.46,25.365,-24.453,-1.0
6593,6qDAr9rGtFMeiTx9KfAeu3WBqiZzRzEtMfipFaZ2gQiJ,995.001,1674.89,25.304,-679.889,-0.406
7024,EVMrznfJS54BZiywDD2WhUtxzicDtbEpm2a5yLrtCgRF,0.009,-626.59,25.271,626.599,inf
4543,7GXMaWJBg1qiGyN2AAi64gAa6LZA3HDrH2hE5gNjopaq,1514.995,1853.0,25.159,-338.005,-0.182
7074,46XbuWCHgobha61RXvZfCAs3WcxKRPJuch767qhzdfkA,0.002,19.8,25.106,-19.798,-1.0
4626,FB2Rn6MwN5zfKvwL9bcgsFvv7jnqyv9PkmpjvQHqHLEY,0.002,-118.06,25.026,118.062,inf
6697,2Nbwj3M8wMWuPT6jw28K46mrrmTqNBz5zfqaF6tM4svK,0.005,25.96,24.999,-25.955,-1.0
4687,EmeVhcdEk9ERgy2uytxhwLBxSb1khsFNkhwj6qrWktVz,0.001,26.64,24.998,-26.639,-1.0
6055,JCQKDnPvyHnk9a99k8HqR97iW6QjUvAYnkAJs8hJQ2dg,0.0,5000.0,24.997,-5000.0,-1.0
4059,DXjrP452Xcgbc9KxawmA2kYBFxA8cjD4cKq681e72tFL,1187.136,1200.0,24.92,-12.864,-0.011
83,8CwxroF2U4Ym1Tvs4xPviBTQnXYc7ucmgBzfi9mruktu,0.002,122.22,24.9,-122.218,-1.0
5854,34bThRGndKHoK3M63ptuqudzx4dEXhT1gdSHDe35Qj97,0.008,25.96,24.844,-25.952,-1.0
4138,FCrgF8s6BHP9Hho11yzZgbSaVXraUxJA3zSEzQK52DFQ,0.0,19.0,24.798,-19.0,-1.0
668,DNJqVB2g8r3hK9rSRBFRRPefjhhsyqJzykJyVdF3rsTb,0.002,26.56,24.751,-26.558,-1.0
2133,92oLk7jQ444jXDE1uJLGz7ui2WzLVwUMHdnskowqnhKD,0.005,-50.7,24.743,50.705,inf
5912,ASDEBtXUaDn8orz1CytZJVaNkzzQFB1N2Hcm2UvN8bip,0.006,15.33,24.671,-15.324,-1.0
4853,FYfxYCDBfJraba9145StdvKDkDnrtMdepnkQLKQuK1GR,0.0,-192.85,24.529,192.85,inf
5422,6GEB2EwZjywX5wAx557RSqoyhyqfpEAYYi7HdtwA7Tu8,0.009,27.61,24.529,-27.601,-1.0
1608,9W6qJWg4ezM78rq7jFZNjqxqhDCtKxnpK6JHCSKyjHuF,0.005,-99.9,24.522,99.905,inf
1678,73bWFh3hc5J7z6HJpo6m7Ho181q9RAackayrxJn3pJaw,0.005,30.07,24.44,-30.065,-1.0
5523,H6BXzRcumhsDwdgPWvLBKrG3Qd6zWCEkJoJc2yMJMdDD,0.005,26.54,24.438,-26.535,-1.0
4084,5UX1jC9DanDnDpBaxwDMGGP4rDqXzAiZVL6DJcZwG4Yy,0.009,-4.39,24.432,4.399,inf
3999,CQoUU9yspT7AcC3nrs9hRadVTemSZiiWvohxg7gn9iru,2131.009,1765.0,24.424,366.009,0.207
1318,EQ6cUEJERXDkF5kYveenRB488XWVRNdQUeUXiJurRuFS,100.73,92.0,24.295,8.73,0.095
6225,3e474dEwcRUYdpn19ZUiaeJxXogFYDa84dQGpfeQrRVw,0.01,54.2,24.284,-54.19,-1.0
6775,AAropcqEUuBXLZUAHm6bbEmxV1oLh6afJ5ebsE2U6SLz,0.01,28.04,24.214,-28.03,-1.0
3278,8H9KfZ8Vmqd9DbdrFTrQhgJtjFhUDScFW2hWXDAeQcrM,11441.226,11263.0,24.21,178.226,0.016
3150,ndL4MGWN9ZZtc8jh3A33yU2vTZnoQE8xCvXJZNZL8ym,0.004,503.71,24.195,-503.706,-1.0
4371,64Diz8zzEv1jDWnBQPTHPpXwaWf7vjM19RyJmkPy1viQ,134.248,259.0,24.17,-124.752,-0.482
6683,84fxx6MT6kh6XZeXXKqU6VChvqQ9dTxF6w95LNkk8JTx,0.01,81.44,24.164,-81.43,-1.0
6735,A4TTKPGYYcxvwKeZwyDsazcSgQQaQxXogkYd1XP6Ab1R,0.009,27.74,24.162,-27.731,-1.0
6809,FCJp3kzBTVvWncooo3wXZQFiC76SescEeH6rRgqsRQhq,0.008,-3.56,24.143,3.568,inf
4294,J4FMqBWgu3M2vk3FxRn6H7kEd83TPbkaAVJeEnug4A4z,0.001,24.14,24.117,-24.139,-1.0
6600,Hn2vg5sPj8WYVoh5H19rjBBcJQRWZfW3u7THZqu9AT8,4.515,252.0,24.102,-247.485,-0.982
2215,5XG4RP3FiosnRW7u6bmh62MwJiWp8MR465Gdt8ToosaU,0.005,-107.79,24.091,107.795,inf
2658,A7Lc9XdqryFdXQDmyXDVVWt14VmaC6G7ohGtUtdwXUTP,0.001,23.7,24.084,-23.699,-1.0
6581,7p3uxXgha5Hs4YNP1ivwncEzUFA2VnP5DWDonjCzk1t1,0.005,25.84,24.08,-25.835,-1.0
3203,2QwzBUy1g5hgiZaZAS7yvVhf1QRVqhwqTXDZCzEWjkbj,0.001,19.91,24.071,-19.909,-1.0
7002,8sETCzgToBrqH2Hir4rnvBUG8YgriwhH8KyruztawAPq,0.005,49.54,24.054,-49.535,-1.0
1434,6D9CN27M2hxubQPyTFiuJUcKfGrg2zoTmgs7DC4XSijr,0.002,53.89,24.044,-53.888,-1.0
3905,61caKjAspAs63Vs1tBz1Tbt7o62EHLfM934rmeVviPBf,0.0,23.7,24.033,-23.7,-1.0
3885,DEa5LoCUBVkJTbruxJmLnMiYEiC2QP6s3FMGwBjFP6pf,0.003,30.9,24.026,-30.897,-1.0
4525,JE91gRtYFNhF2i8vNAxtLiZ7xTcgYU9e8x3VeJqFhwqp,0.003,41.33,24.012,-41.327,-1.0
2082,48EGWpfAedWJPh3brrcnTcMtfPygAU1cpdpVQ7E5k8mU,0.005,26.53,23.997,-26.525,-1.0
6594,B8iZYgowxcWwvNEJoSvoEzWYQW6HVyGATdL5yDprQSUw,0.005,27.25,23.994,-27.245,-1.0
853,BCwEzHDg3QoNF7tnoNLgrBvgUE9SPqSiFrBRRG9hCXUJ,0.001,33.52,23.983,-33.519,-1.0
2270,9gBBwEoGjgwzRjCprxp7J99NEBD1qdmxbf695kyct4LY,0.009,24.03,23.949,-24.021,-1.0
4931,3SS2EqUAQVo5NgwJ4fpHjE23uyhJLzDJqLzAb65FkBbH,0.006,66.62,23.939,-66.614,-1.0
6556,Ae9QGXSNAycrQspDshV3s2xz5ubYe45zVZm75qhL2QXd,0.007,44.53,23.914,-44.523,-1.0
4186,8pqLa2etqvyuxA3EygxibD85SxGYb5kVPKmEEYk3xZ4R,0.003,60.54,23.904,-60.537,-1.0
3206,GWPTPnPjUDwdGNo3seQCoNrVPhY1XYgKxfhWDqoMe7D1,0.005,25.03,23.797,-25.025,-1.0
2893,9Hz4p7gcfDbXBJp8KzhaBBPh9i7xe9kun7zLfDtqPe6c,150.086,45.0,23.771,105.086,2.335
3543,4o5NekED3uwJrACTkCjrcnPpgQzLzZVQqcirSnzBCEh1,0.001,57.91,23.763,-57.909,-1.0
7032,5BHJk2HQG52eRGYzWqc6Eonn1MXnS3TTtngy8qZrUTSc,0.001,415.69,23.753,-415.689,-1.0
6744,3ZVPRZeVhLhdXQg6H5M5paQf5cBRHxePUa3i8nxgo4hx,0.01,32.73,23.751,-32.72,-1.0
6740,5zKPvVtKp9vc6b95EYG9SDYZT6smWHFdx73rfHtMgypD,0.003,23.76,23.732,-23.757,-1.0
6933,GUeoKDhZ7dLF1MX6Ahr4LUiQkAzHvTwRrqfVyddPQfau,0.008,45.45,23.7,-45.442,-1.0
3104,EfrPecvsrihR6qqRDMyD1HPdF6JfZyEUCccrSTz4FmCS,0.007,442.31,23.687,-442.303,-1.0
3034,28oAD47FYJf7XpqfeasfQWZXnUBRqdFV74ZkYnsmFn3e,0.008,35.92,23.668,-35.912,-1.0
3546,2hLBuVuXffhj6Ce3954EvdGVJPDhE4hjCLqCFf82uHGh,0.008,558.13,23.645,-558.122,-1.0
2206,AeZAMnJ5GXPrnB3cYcWtZWQbDSnY5ricDSAYviVLmQnH,0.009,42.36,23.627,-42.351,-1.0
4295,4vDP1XLv3feawAY2ARp5TTgZg3k3eMy9CDToiNmoYKJG,0.003,24.18,23.624,-24.177,-1.0
45,BQEii3WtEdnUqLudcjbYdGe7EXgEFcHFbz2AUTDMMaEb,0.005,27.84,23.577,-27.835,-1.0
4711,5dbc2tv9kmYdnrnfXHynUg6KtKT2Vasbo4scmEPhQtEH,0.004,73.84,23.532,-73.836,-1.0
6751,Fix4ww5Y7AFaKPnnAAWNETBeFKrNmu5aFG1cShxhb6XZ,0.004,242.93,23.52,-242.926,-1.0
2445,8pZKdjo5DjucukGidaVjaLdV56b6JssEbUavneFish77,0.008,65.77,23.513,-65.762,-1.0
5437,By1mMciQYwUxi3s9UXCcQ38uiBVJKXJ7GfHfeCyNYxQG,0.001,58.46,23.51,-58.459,-1.0
5323,NcacEEu671ubdZMSLznhB3jagdCrkJcG7VNtQxzpA2X,0.007,64.91,23.467,-64.903,-1.0
229,aGL22WSWTL5UWobfs7xASEc8w9JUKsmDPgvGBYbqXHW,0.007,9.9,23.37,-9.893,-0.999
2966,AnAF5GAbsqHYALCkgvYQ4TGFNRX6sTBiuTCUKd2Vy8t5,0.002,-11.98,23.368,11.982,inf
6777,FUHnupHp2TVHCQJwdTBPpXZoewtZzVBKZuDWJJA3wjd6,0.01,57.26,23.36,-57.25,-1.0
7,AgTbGKJyjuH2hAPhbYTvxv6MuKQnfhFdLUS9xZ3S2hkG,0.006,22.75,23.354,-22.744,-1.0
4499,7b11Vacy8UZw2YAtPaEk4PKUQWArRREQ4SKCaCY8kvdq,0.004,359.65,23.304,-359.646,-1.0
7016,EuvJUFHuCgrJaJbMt44hxVieGR4pj13Uk18Em6FYDppG,0.01,35.64,23.22,-35.63,-1.0
6667,4qPGTjxSvwMTA9ZBWebNeU6Mx1gymmsWbC7cr9EZ7DYD,0.009,38.13,23.196,-38.121,-1.0
94,EKNn4c85wu3fxQ5z3zfGyYscj3jfHXccbN6X9vxC86Pw,0.003,32.46,23.142,-32.457,-1.0
2810,EFDVf1VnWQGSo45tCYtawrPKVCqrcRBCnoM7T31kzsP2,0.006,30.38,23.141,-30.374,-1.0
3123,7L7zk9hWTjDu8h7zQaG3uGpyCdyTjPV12DsMf5tMQMTf,0.002,-79.77,23.027,79.772,inf
117,6QGnkvfjZbLZAv5xaBQ8aJAq4YbTz3gYJ4Cb96DpAxtu,0.008,49.0,22.884,-48.992,-1.0
1931,AABCdCtrxYjYm9FvCs8vLN1VgMgdCmMAsjHs5NFA5V8Y,0.002,22.79,22.798,-22.788,-1.0
6700,BqTqqixQia159Pz4rtbXT17NP8Uw6C4JZAQBNdTAxWSc,0.007,34.2,22.789,-34.193,-1.0
4999,H3QJM4TAAZAbub9Ysp8FpDjkpYbEZudFUh55zatTqha,0.008,28.64,22.725,-28.632,-1.0
4110,C4Vo93Qs6YCRCSkwfUGcbCdE6cA9XViKnX77Z59oEzNr,0.0,24.3,22.66,-24.3,-1.0
2300,7jVRshR7nckecVn6uiPVkkEmUsguu1ZZw2eZ2Le54Fsk,0.002,20.73,22.653,-20.728,-1.0
1431,BZWp63AK7ofzrzHomQZXYkB7DVButhDtpexCRgXsBuiC,1481.664,1492.0,22.634,-10.336,-0.007
3921,4hFVCYEfdZi8KY7tiiBtMz6Jw66wWSRN3QfnbXt6uwkL,0.003,-6.34,22.631,6.343,inf
5809,GuqfG5Dh3UEd69P7M5Kjm1xcKBAHECoJPzEog22qHMj1,0.007,-75.5,22.59,75.507,inf
5798,EeY3CWJew2tfcRRsdwaiCvuSbA1JWmJftMrk7GiYE4m5,0.009,57.7,22.519,-57.691,-1.0
1574,FeS7FT99ktC9UdykL9MPi9cqPfNmSxori9MJ5iYSJD4i,0.007,23.24,22.481,-23.233,-1.0
6179,3CJb9dqabFQ6dgep7DLEaX5Ecbpf5drM73FdGDiJMub9,0.004,23.45,22.439,-23.446,-1.0
147,8ZmqhZgy2YqB1mnZwGyAQwmm9Y8xqfb3kUW3MWNYwkNW,0.003,23.56,22.439,-23.557,-1.0
560,3pP3QMc98JUjL2LJwSe3XJP5wRcEPRbukecPgdYhBGkG,0.007,24.11,22.438,-24.103,-1.0
190,BnWwaghAdF6rYXXofLEJWWvUkjPLk67yHHg6q1LyFNXJ,0.007,25.41,22.437,-25.403,-1.0
2493,kDp9RDHR1YQ7owU1dAUvQ9ZKTpoTihRRUL7o2aE2ur5,0.005,23.37,22.436,-23.365,-1.0
4828,AaqEvskFuSn6C9CiBP7d9jj3AUhnZswspz4ewC7CcEJz,0.009,22.56,22.436,-22.551,-1.0
6367,6FLYWzsjToT1mmHnsVgyAFjMC6QYDhCWh11v7ikhkUV9,0.008,27.66,22.435,-27.652,-1.0
6111,FUYx5fWFR5jn3nQP22Xx32jY8Ret2DMn1JztCo5DnWmP,0.006,24.58,22.419,-24.574,-1.0
1014,7orNFKiVpJvt5cLBdiihkee9Kh9VsSEL9bKCnhwTqq7g,0.004,25.44,22.415,-25.436,-1.0
3796,7tQfJyYk3Dkgz1AuD9Ww7oRJ9S52wHg8XUsdAUXD2rBH,0.004,52.79,22.411,-52.786,-1.0
3821,HVH2PN6jp2utPBWQZog3J1G7egyqYtqvicEM8d3C9CnB,0.003,38.4,22.392,-38.397,-1.0
6836,9xeAn2xVT7WLuiKsfFTayEv1u6zRGvxztj8arzuVytW1,0.002,22.5,22.39,-22.498,-1.0
6493,BjcUFq7eQdtmoSp6FFMnEZDDFGdpyafcPi4VhzZdtELQ,0.001,-862.58,22.357,862.581,inf
1366,5DWrv35zino7zoq1mPoF4KHjsrJ8GrNePGtF8MgRBGMf,0.003,27.7,22.357,-27.697,-1.0
6256,8f5S1bWgADYwjWXoQdhH6LSX1U7etNJxbUk9FDycF4wC,0.009,59.34,22.354,-59.331,-1.0
6927,6MqhiLUqqcxgpWpgiQEjfaLc4cqL5aZdCopixNcDk3A9,0.004,23.32,22.339,-23.316,-1.0
2744,3t37o2wsn3LjYKSAbf6D8AqR77RNrbRGCbbkxYqwr15c,0.004,8.98,22.327,-8.976,-1.0
4082,HkXe2TVHfX7w2EczaPJgWY7KocRyGVJnz8EXTt9hrcyG,0.009,25.05,22.27,-25.041,-1.0
2772,4Sr2CRe7jjCP3jYW4rTkuiXAEqZjVm3KH6ejJN4EezcM,223.929,248.0,22.263,-24.071,-0.097
1850,3KJpat5ovoNKXTq64823aqkNcTrQ2sDics8PnAjzhKt6,0.002,50.05,22.252,-50.048,-1.0
6311,AyKJd7JK6525jE81cRYcLqGDfgWQZuBWAeEpWQ1Hmy9Z,0.007,24.26,22.219,-24.253,-1.0
4468,H1LmYkhqwTaagEzXbKqG7HHKWKkZSyzaersivccxEa3f,0.009,22.61,22.218,-22.601,-1.0
2490,DzokReALPxdb1n8YXEXWsLXT55eW5ZufPzBTstish7ep,0.0,23.27,22.217,-23.27,-1.0
218,CPFvZqZU1WP9u5B1o94f9DCUgRLbp28tPovaeziJCaZT,0.002,23.72,22.216,-23.718,-1.0
4627,GQjzhBpQyGNNdWCuao7vLgEXQeEBJAPNcppTbDpPV1CU,0.009,24.63,22.216,-24.621,-1.0
1110,2Ws5iZaP72QQPWmiZGfJ2RQYqpEiyjv63uVfgssyvwog,0.0,24.23,22.216,-24.23,-1.0
2016,4Z6ncSi3zLjYk7ttrFyF4E4pQt4vsNyZ4sXvhGWiuwP7,0.004,26.94,22.213,-26.936,-1.0
4421,CNBSX7BJrGRwngHkTaVg7Pqs3EiV6f6ZcrPrE7SfdCwJ,0.002,31.54,22.209,-31.538,-1.0
4967,6969whjPJiWqHyox9uiGhx5vHgRWq9uv7k1VR7hrNew7,0.006,27.3,22.204,-27.294,-1.0
3621,A8AhWFKJcWWXGNRJA5iaGkabvVRUGK8PEUnpmBJJYFFB,0.003,28.98,22.199,-28.977,-1.0
1872,BKUTYmjUUDpx8nvC1x5ig8u6HrCvL7M7osFGJQxLVEuT,0.005,34.65,22.197,-34.645,-1.0
1772,6e85LobDLg7La7zf3m7Rq4DZ4LWvmaJuw6hanWMBfDcd,0.006,33.74,22.188,-33.734,-1.0
5388,4AsAkdCjRbNmrb9AUq8dDYawpgDHcwPv48dUAksKv5Wj,101.047,1000.0,22.163,-898.953,-0.899
5161,A1EpUYfLzntQdRe4eGVpDuFcsvg2g4SXVquFaMKVmJZw,0.006,-100.67,22.157,100.676,inf
6543,HtWmR975FXTDLfSFHQDuysApwy8NfVPH9MFGZr5xHR9p,0.003,22.24,22.154,-22.237,-1.0
6646,BQE2fzhHeM8WnjQTZqJziPf8mc6AXRpZW5ukFTJhSE4B,0.006,32.55,22.099,-32.544,-1.0
604,H5fXQ1f2idVmvXSLsvNutXuimgL4MWujcm8emHYXEJs1,0.002,4.52,22.054,-4.518,-1.0
2959,7TBoPCDA6BACBPJvpwHVHQh1EeydCHD2KT4TaQ4NWrc3,0.0,63.25,22.029,-63.25,-1.0
5819,22QeqEpHPFE6x5NRu29vW8moPHDi3xYAvZsJuw7ZW4DM,0.001,-77.12,22.023,77.121,inf
3675,D41d8LExRiytWDF6hXupPdTGA78AQ6DAXyuK8sXUZHAS,0.007,29.76,22.01,-29.753,-1.0
6470,B5d6S2c1pMq3ZLpxocqQehWbViJQeus4fq8RzF3pwgPC,0.001,35.29,22.009,-35.289,-1.0
6412,BiXctHrXmcGPVz6DK2q6n4oqjhPQn8qBB3iPfcz5zmiq,0.009,28.38,22.002,-28.371,-1.0
3824,HsX6mWewAGih7CY9u5xSdSdq1Whys2zS9DxxQY25CBDU,0.004,20.04,21.998,-20.036,-1.0
2539,83cc9hXJ3tPtY2qc6gUTWQQzA3wEMqCkM3iD7o8qFjGK,0.005,22.44,21.996,-22.435,-1.0
64,HxVTBsTT9dDwNc8pFgD1R7dCQZyKes6KsQWUZNBdTSXD,0.001,22.01,21.996,-22.009,-1.0
4467,EBVW6NXcUmC17CykzRRB3PgPojWd8JwBZ8Ku1KoLVfty,0.01,22.28,21.996,-22.27,-1.0
3387,4VWMj2hCNgLADqQdEkTp4gdyi7bhHrSV6xgeVwo1ELum,0.001,22.01,21.996,-22.009,-1.0
3798,6ruafv8TcCj5FMxzFEukVHNy9ftxhu5xkbNnpFooqTe7,0.005,22.06,21.996,-22.055,-1.0
3611,2niwJbfx9JyE1Re35jCUdA7BA23JEkkTzdS7qUD1BCYD,0.002,28.29,21.996,-28.288,-1.0
879,7Fo4e2Yb8mjqcXGZTT6QpdrgBtwjANPP4JihhCpJDChZ,0.007,22.37,21.996,-22.363,-1.0
5011,2Muf9hNffQ68wjh1APEcBeH2MJ6eFCnGauKK7KkNedK9,0.003,21.87,21.996,-21.867,-1.0
3461,6F1bi3haYRZXCs5xThy9MW7vUFvKuQmkiRSMmgx12Byh,0.001,22.01,21.996,-22.009,-1.0
1984,7KwYmoaLxUPfs1uowBqNirxZxoLmcqaSfSx6dYsguBuX,0.001,22.01,21.996,-22.009,-1.0
674,7kWUbnssLhdJQfcy4yRxUvJ5EYnTG8scYgteXpcr5eFQ,0.002,24.45,21.994,-24.448,-1.0
152,4iAyxYsnv5UVvhBebPorkg3ZFTCrBzfkxHjSKJc6kn6M,0.001,27.95,21.99,-27.949,-1.0
191,Bvd5oC1CYoqXH4X89c5iBEBFFnshbdfP8u1yZm2EaK3H,0.003,29.52,21.988,-29.517,-1.0
1940,5fWBsaiTPsx7KtxdtRweAJLHExJ6PN11iyTmphHe7uk2,9.824,32.09,21.987,-22.266,-0.694
5103,9z8Km6QAddeeaGkLxpkvvPS2LyMystw5vzp2cLTSZiGX,0.008,31.58,21.987,-31.572,-1.0
6062,5zZaASdXDFEVP4KmK3rCYDQvvUsubW9V1C9bN2AyAb8,0.01,40.64,21.977,-40.63,-1.0
4718,2STKHobNr8HLUbn4S6L4Ufis2WApjjdFSkRkQDtZ5ix1,0.003,48.16,21.97,-48.157,-1.0
5130,DvVfD1Tkb8vPs4duJH8bAC3YHeAgRjfAmAZprzzFV5na,0.01,57.69,21.909,-57.68,-1.0
4345,6R2XkyrqZKnvAD4faRrADCjhk9vvkMJqXp5gLREHKKxt,0.009,28.53,21.908,-28.521,-1.0
3764,CDnQqt7cEkYFqcDiWDRFuqjzD7xsa2UmdBn8eF2T6uW2,0.008,-265.95,21.869,265.958,inf
3663,FmNJsskyGBWqj2MHvtV8ABzy9yL2iercDxYwa4M2PYJB,4.817,26.38,21.812,-21.563,-0.817
4547,B5t3we4WWEEZLGv9yoiuRGDgbwHupZ1GN5VuWhRQgVdv,0.01,22.39,21.773,-22.38,-1.0
1539,GUkicc95kuD9TMac9XNDy67pKc7cVzX4AL3su61jMhMq,0.009,24.12,21.772,-24.111,-1.0
1208,8NhWNE2yKpfKc9igSkY3UtKd8DKSqVPDcdtfyNL24UZr,5.071,27.0,21.738,-21.929,-0.812
1636,5pZdCej3z2mXGpuhVb5EBTsqu9Shx4SaxkyWfAAyw9jr,0.001,-111.96,21.725,111.961,inf
3294,661MsJKGwSvjunXGBBckSi1F2dpuJCn3T5FPKcyLzqAv,97.386,1000.0,21.702,-902.614,-0.903
3692,8unnKGDJbF5BzZdEUG6TKrD7N2Z9P8QJwFGHBhHBeiXk,0.004,25.06,21.692,-25.056,-1.0
1261,87bJifBfk3X1ALCPKKbNqwTFteo1RHfSsJVYgSCWS7BJ,0.007,-330.48,21.688,330.487,inf
5891,EoqDtyPmjT1Rgx6avunfLkAhHJq67oqVY5MmkZynYabG,5.019,28.0,21.682,-22.981,-0.821
1260,9AGmzPr4EVoTpZK5PA1rjdPbB3G4hAybXmAaastKJe6q,0.01,44.71,21.676,-44.7,-1.0
7031,CiXvhP2kXFtGy9cpm7Z4m4WG4SCEFFcV4JkaxtgsbDUA,0.002,38.08,21.67,-38.078,-1.0
2914,EhwYK4XSZAp2ioVhcucAn6RfwNHcxfpz8NDfsjth3T65,0.009,30.37,21.664,-30.361,-1.0
268,Ad3zGB2Py2pHWLPSTAzpE33cLzDsTS9TDvHoNP18FfUC,0.009,30.14,21.635,-30.131,-1.0
294,7KeUkVKT8oGPw4iHPYvguUXcQSFLBLP7hy7HhBTwMAVZ,0.004,20.59,21.535,-20.586,-1.0
360,2ft5U63ftgQNAii4VqdquGxKgQF19vq1DGQSyRG4HeN6,695.82,700.0,21.534,-4.18,-0.006
4902,3oo6qxGYij5D8cfsjRXiUMvYWQWVbWP1uDGHR7fmT9Th,0.001,62.63,21.527,-62.629,-1.0
3435,Fd2HrzBAr4JobRPARZwpQHHVoSCEoog32A6tKMWAC1sK,14.175,199.0,21.504,-184.825,-0.929
7044,GD4wswq7YSKkGsfLKRHf4WCzaUQoJdLCk7RBysqxJ4Cz,0.005,5.26,21.502,-5.255,-0.999
3376,8wHRAoBJwgWkXh1moUqkuZwLzBsBbX2KHqxaA3xyWojz,0.007,26.23,21.493,-26.223,-1.0
1801,FrXuAeWQCkMWfP3CunL4Fm8DSdbk6WHzEtpJd9MD44CL,0.003,54.15,21.49,-54.147,-1.0
6376,6cMwCvk7vJ1TGL47sg13xKmVam27dY8ATPJ5EEWaqZp2,5855.468,6000.0,21.475,-144.532,-0.024
4947,GANCSD19uUCgoG4cJhLLHHxxfsjeUtpk77L6GwM1HGLd,0.007,-79.06,21.463,79.067,inf
740,7YkgzZSgiNgRpWbreoG88UHQPCqDDwwo3XvHuj2xC3Q7,85.089,1000.0,21.452,-914.911,-0.915
1658,BGjWrhLJd8Hf35YeMJaVjoiUYH9XskkJ31D3NGsRhNKa,0.006,21.25,21.45,-21.244,-1.0
106,AqEgQKT6MqEvmUTX144W3jfGh4jx8kvsnQojtC7aKg8s,94.036,1000.0,21.444,-905.964,-0.906
1888,9QPgxdZBDDbt92vMWLHNVn9VbjTaKG4WV4BGUY9ySPE,0.004,267.57,21.443,-267.566,-1.0
6882,9Tar3B5HCwJenoDL3iDxNDUrsDDtJM99eFquUpBnhcWa,4715.38,4000.0,21.442,715.38,0.179
