,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
84,B16pr216PJiHpbytr5SHyDbVCR6Nk3KrEiNsm8vXSHY4,0.006,158.29,26.767,-158.284,-1.0
3448,5KXPQmLVYmxpXK8Sgk5c73PrrEequVWGt56M7uypaKiW,0.003,8.15,26.761,-8.147,-1.0
630,4uLyEUPkbnu8opzaQRUgK8gpVSER5J8W7s2325BrQiiR,0.0,28.09,26.721,-28.09,-1.0
7317,8Y6p9bVN1GERwFmDpR7G6G8TsayYhxuAjPoopFMf8CCz,0.002,-20.44,26.64,20.442,inf
2187,EHJXCJ4ZxPY7F1CeDQkXxVCLyTBXAY2ouWMJfKic9EcK,0.0,100.0,26.621,-100.0,-1.0
5952,AfhdvhtzsQVRPMc3nK9deKNqecMsQTb5gr1ugXuEHNh3,0.002,26.99,26.523,-26.988,-1.0
2019,BATbRBYEGSBbJrBqtrkisnV1JFEsY7hczTKQfGY1q2AQ,926.425,1219.09,26.487,-292.665,-0.24
2095,64Diz8zzEv1jDWnBQPTHPpXwaWf7vjM19RyJmkPy1viQ,19.363,309.0,26.443,-289.637,-0.937
2146,EqGVTwmoH4FU2K3Xc3DQJoYJtA6qz9z5smb98kSwBDTb,0.004,-212.8,26.442,212.804,inf
1274,FgQQ1m33HL7aphiVgpMShap39FQjGLMbEGGWkMCnWj93,0.005,25.77,26.317,-25.765,-1.0
108,F3Hq5hKQ7mh2PiaMDtqTd1xPrGCUszajivFu1pBqvsbk,0.003,108.67,26.064,-108.667,-1.0
1379,GXgwtytmRUqUbfPM36K4FTCh5QhcUaQiAVi9rjqVen8G,0.008,25.17,26.046,-25.162,-1.0
3340,FErSyDhGSitj3buSfvosxTSsstksU6sxfhyBw8W1oXgy,0.009,56.84,25.965,-56.831,-1.0
4054,AW1ErW4JgV6U3VsadZMLTciMxLKPxwM7cSx7SMGMoqS5,0.009,-213.18,25.96,213.189,inf
2712,HXT7xc6HZXvWEa7YesKQXqBf8W71vRm9HdbxAk7Xatcm,0.009,142.31,25.81,-142.301,-1.0
3483,7GXMaWJBg1qiGyN2AAi64gAa6LZA3HDrH2hE5gNjopaq,1912.014,1853.0,25.796,59.014,0.032
5215,6FUqpLHmdoHV7po178jEmnKK29aDzku3H26KZupPiMkC,0.0,30.905,25.776,-30.905,-1.0
583,4oMasDRj8HWfknmdwt6Mkz3eonr8J2byoiSTRo4sCnFQ,13007.579,13000.0,25.7,7.579,0.001
5885,XPucQa5eu9i1LWQjWBZzT1k6akMhJoB92g2UpAkaKvP,0.002,27.35,25.65,-27.348,-1.0
1958,HqtTbC1LFreGvgfpZe7nCqkNnh8GHPQKosfmc19zb1yi,52.997,2000.0,25.644,-1947.003,-0.974
2765,3sxkDJqcepjfnppjzD7CNd8jTRDbLZHHYME16wevZjBr,0.007,26.03,25.543,-26.023,-1.0
22,DF7vrxmDjWyyFMhi4sKc8dAwXHi4ueLANbC4uT34CR3V,0.008,49.76,25.488,-49.752,-1.0
5534,3TTUCUbDMr98vbwUidKDsmkVdLavhTsypKwMvn7s3De6,0.0,5100.0,25.456,-5100.0,-1.0
5111,3zf5RfWjC28QxUTwfuycRmmTsmbzT15Na1mEFYoTKEoV,0.002,24.21,25.401,-24.208,-1.0
5682,5MUQopMsxD3VCBf1nvPZbaywJjTHPBHxxuxumRW2oUxR,0.009,27.64,25.398,-27.631,-1.0
2159,6BiDDx9PDvWyaNpaa9cN7VX9e6cu5R4c9dxFyRWmRmNd,0.002,276.5,25.382,-276.498,-1.0
6393,8Uwf49qTrExTyCxTbPqdEcV6vwwjn3JwsKFcxANtrqrD,0.002,42.9,25.381,-42.898,-1.0
2836,2aa8hQrAzLEzB7HRTJp1VZSgW2NVK13yiqN1JtLSSvyh,0.007,24.46,25.365,-24.453,-1.0
6225,6qDAr9rGtFMeiTx9KfAeu3WBqiZzRzEtMfipFaZ2gQiJ,0.0,1674.89,25.304,-1674.89,-1.0
5340,EVMrznfJS54BZiywDD2WhUtxzicDtbEpm2a5yLrtCgRF,0.009,-626.59,25.271,626.599,inf
5602,9Lni7UFcFKifPUx88tpDNq9pyGrATpscyhaZnbFAaMi,0.008,342.76,25.263,-342.752,-1.0
2912,4T2MDxf43fxhNe8A2aF7G8hFFpPnkeWkMGPRiYVcBo9h,23.602,51.81,25.234,-28.208,-0.544
6246,4EfDAVeE3S9WNNJzpK9PvHS8zJ8i5BRaCP8X4iS6Gn2k,581.315,700.0,25.117,-118.685,-0.17
2225,46XbuWCHgobha61RXvZfCAs3WcxKRPJuch767qhzdfkA,0.002,19.8,25.106,-19.798,-1.0
287,FB2Rn6MwN5zfKvwL9bcgsFvv7jnqyv9PkmpjvQHqHLEY,0.002,-118.06,25.026,118.062,inf
4583,2Nbwj3M8wMWuPT6jw28K46mrrmTqNBz5zfqaF6tM4svK,0.005,25.96,24.999,-25.955,-1.0
6137,EmeVhcdEk9ERgy2uytxhwLBxSb1khsFNkhwj6qrWktVz,0.001,26.64,24.998,-26.639,-1.0
6091,JCQKDnPvyHnk9a99k8HqR97iW6QjUvAYnkAJs8hJQ2dg,0.0,5000.0,24.997,-5000.0,-1.0
3269,8CwxroF2U4Ym1Tvs4xPviBTQnXYc7ucmgBzfi9mruktu,0.002,122.22,24.9,-122.218,-1.0
5827,34bThRGndKHoK3M63ptuqudzx4dEXhT1gdSHDe35Qj97,0.008,25.96,24.844,-25.952,-1.0
1558,FCrgF8s6BHP9Hho11yzZgbSaVXraUxJA3zSEzQK52DFQ,0.0,19.0,24.798,-19.0,-1.0
4514,DNJqVB2g8r3hK9rSRBFRRPefjhhsyqJzykJyVdF3rsTb,0.002,26.56,24.751,-26.558,-1.0
6575,92oLk7jQ444jXDE1uJLGz7ui2WzLVwUMHdnskowqnhKD,0.005,-50.7,24.743,50.705,inf
5825,HNCJ9xJCwy9rBzYHDF4AsE677ueQDGHS1riTGoBGdDgh,72.762,139.1,24.738,-66.338,-0.477
1588,ASDEBtXUaDn8orz1CytZJVaNkzzQFB1N2Hcm2UvN8bip,0.006,15.33,24.671,-15.324,-1.0
3214,CDnQqt7cEkYFqcDiWDRFuqjzD7xsa2UmdBn8eF2T6uW2,0.002,-255.83,24.547,255.832,inf
296,FYfxYCDBfJraba9145StdvKDkDnrtMdepnkQLKQuK1GR,0.0,-192.85,24.529,192.85,inf
2503,6GEB2EwZjywX5wAx557RSqoyhyqfpEAYYi7HdtwA7Tu8,0.009,27.61,24.529,-27.601,-1.0
2792,9W6qJWg4ezM78rq7jFZNjqxqhDCtKxnpK6JHCSKyjHuF,0.005,-99.9,24.522,99.905,inf
1161,73bWFh3hc5J7z6HJpo6m7Ho181q9RAackayrxJn3pJaw,0.005,30.07,24.44,-30.065,-1.0
2624,H6BXzRcumhsDwdgPWvLBKrG3Qd6zWCEkJoJc2yMJMdDD,0.005,26.54,24.438,-26.535,-1.0
944,5gr42Chp7RwCo8jfGrTZpKpQu9WQhnThDP3hub3sUWBn,0.006,-619.13,24.435,619.136,inf
6512,5UX1jC9DanDnDpBaxwDMGGP4rDqXzAiZVL6DJcZwG4Yy,0.009,-4.39,24.432,4.399,inf
403,2MTRk8f8gSPSeiWdUJ3G2vNE4F5yR4HMQP8sMy66tYVq,1997.001,1721.01,24.421,275.991,0.16
5212,EQ6cUEJERXDkF5kYveenRB488XWVRNdQUeUXiJurRuFS,100.73,92.0,24.295,8.73,0.095
3082,3e474dEwcRUYdpn19ZUiaeJxXogFYDa84dQGpfeQrRVw,0.01,54.2,24.284,-54.19,-1.0
973,7bZ7yLbiAvK7gWYoJC16tEzwL9NLmFMxdhRqYM3i7MBi,3498.842,3339.979,24.271,158.863,0.048
2358,AAropcqEUuBXLZUAHm6bbEmxV1oLh6afJ5ebsE2U6SLz,0.01,28.04,24.214,-28.03,-1.0
4879,ndL4MGWN9ZZtc8jh3A33yU2vTZnoQE8xCvXJZNZL8ym,0.004,503.71,24.195,-503.706,-1.0
2470,84fxx6MT6kh6XZeXXKqU6VChvqQ9dTxF6w95LNkk8JTx,0.01,81.44,24.164,-81.43,-1.0
3778,A4TTKPGYYcxvwKeZwyDsazcSgQQaQxXogkYd1XP6Ab1R,0.009,27.74,24.162,-27.731,-1.0
2867,FCJp3kzBTVvWncooo3wXZQFiC76SescEeH6rRgqsRQhq,0.008,-3.56,24.143,3.568,inf
2126,J4FMqBWgu3M2vk3FxRn6H7kEd83TPbkaAVJeEnug4A4z,0.001,24.14,24.117,-24.139,-1.0
4838,Hn2vg5sPj8WYVoh5H19rjBBcJQRWZfW3u7THZqu9AT8,4.515,252.0,24.102,-247.485,-0.982
3352,5XG4RP3FiosnRW7u6bmh62MwJiWp8MR465Gdt8ToosaU,0.005,-107.79,24.091,107.795,inf
1371,A7Lc9XdqryFdXQDmyXDVVWt14VmaC6G7ohGtUtdwXUTP,0.001,23.7,24.084,-23.699,-1.0
1710,7p3uxXgha5Hs4YNP1ivwncEzUFA2VnP5DWDonjCzk1t1,0.005,25.84,24.08,-25.835,-1.0
5213,2QwzBUy1g5hgiZaZAS7yvVhf1QRVqhwqTXDZCzEWjkbj,0.001,19.91,24.071,-19.909,-1.0
6131,8sETCzgToBrqH2Hir4rnvBUG8YgriwhH8KyruztawAPq,0.005,49.54,24.054,-49.535,-1.0
4539,6D9CN27M2hxubQPyTFiuJUcKfGrg2zoTmgs7DC4XSijr,0.002,53.89,24.044,-53.888,-1.0
335,61caKjAspAs63Vs1tBz1Tbt7o62EHLfM934rmeVviPBf,0.0,23.7,24.033,-23.7,-1.0
690,J9vH91iQuMKfuBALQGRE6PgXfjXqeVVhgpbRVdrrmbu,0.008,-211.1,24.029,211.108,inf
3089,DEa5LoCUBVkJTbruxJmLnMiYEiC2QP6s3FMGwBjFP6pf,0.003,30.9,24.026,-30.897,-1.0
7838,JE91gRtYFNhF2i8vNAxtLiZ7xTcgYU9e8x3VeJqFhwqp,0.003,41.33,24.012,-41.327,-1.0
4401,48EGWpfAedWJPh3brrcnTcMtfPygAU1cpdpVQ7E5k8mU,0.005,26.53,23.997,-26.525,-1.0
7682,B8iZYgowxcWwvNEJoSvoEzWYQW6HVyGATdL5yDprQSUw,0.005,27.25,23.994,-27.245,-1.0
2401,BCwEzHDg3QoNF7tnoNLgrBvgUE9SPqSiFrBRRG9hCXUJ,0.001,33.52,23.983,-33.519,-1.0
654,ESWjhkGTDaqt3Kfjxg3d4DsRPTFxD9c9yj6xip3bU6kN,547.511,600.0,23.969,-52.489,-0.087
7390,9gBBwEoGjgwzRjCprxp7J99NEBD1qdmxbf695kyct4LY,0.009,24.03,23.949,-24.021,-1.0
7618,3SS2EqUAQVo5NgwJ4fpHjE23uyhJLzDJqLzAb65FkBbH,0.006,66.62,23.939,-66.614,-1.0
3045,Ae9QGXSNAycrQspDshV3s2xz5ubYe45zVZm75qhL2QXd,0.007,44.53,23.914,-44.523,-1.0
3699,8pqLa2etqvyuxA3EygxibD85SxGYb5kVPKmEEYk3xZ4R,0.003,60.54,23.904,-60.537,-1.0
755,EaGMz4X5syidjNNHnxdoUgkAiDMEtBVceC9NTcSCigLE,0.01,571.77,23.874,-571.76,-1.0
1041,GWPTPnPjUDwdGNo3seQCoNrVPhY1XYgKxfhWDqoMe7D1,0.005,25.03,23.797,-25.025,-1.0
7301,9Hz4p7gcfDbXBJp8KzhaBBPh9i7xe9kun7zLfDtqPe6c,0.359,45.0,23.771,-44.641,-0.992
5913,4o5NekED3uwJrACTkCjrcnPpgQzLzZVQqcirSnzBCEh1,0.001,57.91,23.763,-57.909,-1.0
4265,5BHJk2HQG52eRGYzWqc6Eonn1MXnS3TTtngy8qZrUTSc,0.001,415.69,23.753,-415.689,-1.0
5090,3ZVPRZeVhLhdXQg6H5M5paQf5cBRHxePUa3i8nxgo4hx,0.01,32.73,23.751,-32.72,-1.0
5017,5zKPvVtKp9vc6b95EYG9SDYZT6smWHFdx73rfHtMgypD,0.003,23.76,23.732,-23.757,-1.0
489,GUeoKDhZ7dLF1MX6Ahr4LUiQkAzHvTwRrqfVyddPQfau,0.008,45.45,23.7,-45.442,-1.0
2822,EfrPecvsrihR6qqRDMyD1HPdF6JfZyEUCccrSTz4FmCS,0.007,442.31,23.687,-442.303,-1.0
2812,28oAD47FYJf7XpqfeasfQWZXnUBRqdFV74ZkYnsmFn3e,0.008,35.92,23.668,-35.912,-1.0
376,2hLBuVuXffhj6Ce3954EvdGVJPDhE4hjCLqCFf82uHGh,0.008,558.13,23.645,-558.122,-1.0
3642,AeZAMnJ5GXPrnB3cYcWtZWQbDSnY5ricDSAYviVLmQnH,0.009,42.36,23.627,-42.351,-1.0
307,4vDP1XLv3feawAY2ARp5TTgZg3k3eMy9CDToiNmoYKJG,0.003,24.18,23.624,-24.177,-1.0
6001,BQEii3WtEdnUqLudcjbYdGe7EXgEFcHFbz2AUTDMMaEb,0.005,27.84,23.577,-27.835,-1.0
7500,5dbc2tv9kmYdnrnfXHynUg6KtKT2Vasbo4scmEPhQtEH,0.004,73.84,23.532,-73.836,-1.0
3942,Fix4ww5Y7AFaKPnnAAWNETBeFKrNmu5aFG1cShxhb6XZ,0.004,242.93,23.52,-242.926,-1.0
5156,8pZKdjo5DjucukGidaVjaLdV56b6JssEbUavneFish77,0.008,65.77,23.513,-65.762,-1.0
7285,By1mMciQYwUxi3s9UXCcQ38uiBVJKXJ7GfHfeCyNYxQG,0.001,58.46,23.51,-58.459,-1.0
2405,Bax9AsrKAA7QNkwEFU8kwb6xV18WjwTHnoADHSfHtiP,52.615,100.0,23.502,-47.385,-0.474
2454,NcacEEu671ubdZMSLznhB3jagdCrkJcG7VNtQxzpA2X,0.007,64.91,23.467,-64.903,-1.0
665,G7bZe3rTQofEbkSJ6dwjxZoPSCvprVN3Nm3WgNchrHEQ,12277.551,12301.0,23.449,-23.449,-0.002
3885,aGL22WSWTL5UWobfs7xASEc8w9JUKsmDPgvGBYbqXHW,0.007,9.9,23.37,-9.893,-0.999
7257,AnAF5GAbsqHYALCkgvYQ4TGFNRX6sTBiuTCUKd2Vy8t5,0.002,-11.98,23.368,11.982,inf
5171,FUHnupHp2TVHCQJwdTBPpXZoewtZzVBKZuDWJJA3wjd6,0.01,57.26,23.36,-57.25,-1.0
1635,AgTbGKJyjuH2hAPhbYTvxv6MuKQnfhFdLUS9xZ3S2hkG,0.006,22.75,23.354,-22.744,-1.0
1183,7b11Vacy8UZw2YAtPaEk4PKUQWArRREQ4SKCaCY8kvdq,0.004,359.65,23.304,-359.646,-1.0
6815,EuvJUFHuCgrJaJbMt44hxVieGR4pj13Uk18Em6FYDppG,0.01,35.64,23.22,-35.63,-1.0
5562,4qPGTjxSvwMTA9ZBWebNeU6Mx1gymmsWbC7cr9EZ7DYD,0.009,38.13,23.196,-38.121,-1.0
4849,8D5m4v2hmiTBMp6R4hSUyuYCVFwfZgyHMaZak86ZWkUU,0.004,25.73,23.174,-25.726,-1.0
3246,Ai1PfcK3RzdgxR1SbWyyFwfogaSpaL481QUbdpQdbmd5,0.01,95.58,23.153,-95.57,-1.0
6269,EKNn4c85wu3fxQ5z3zfGyYscj3jfHXccbN6X9vxC86Pw,0.003,32.46,23.142,-32.457,-1.0
109,EFDVf1VnWQGSo45tCYtawrPKVCqrcRBCnoM7T31kzsP2,0.006,30.38,23.141,-30.374,-1.0
2435,Ck946unSEhqFVgSURskkU3J1yd2TqWbk3nYuZRTzohLb,0.0,75.0,23.12,-75.0,-1.0
6180,7L7zk9hWTjDu8h7zQaG3uGpyCdyTjPV12DsMf5tMQMTf,0.002,-79.77,23.027,79.772,inf
4035,6QGnkvfjZbLZAv5xaBQ8aJAq4YbTz3gYJ4Cb96DpAxtu,0.008,49.0,22.884,-48.992,-1.0
427,AABCdCtrxYjYm9FvCs8vLN1VgMgdCmMAsjHs5NFA5V8Y,0.002,22.79,22.798,-22.788,-1.0
5874,BqTqqixQia159Pz4rtbXT17NP8Uw6C4JZAQBNdTAxWSc,0.007,34.2,22.789,-34.193,-1.0
6999,H3QJM4TAAZAbub9Ysp8FpDjkpYbEZudFUh55zatTqha,0.008,28.64,22.725,-28.632,-1.0
3074,C4Vo93Qs6YCRCSkwfUGcbCdE6cA9XViKnX77Z59oEzNr,0.0,24.3,22.66,-24.3,-1.0
5738,7jVRshR7nckecVn6uiPVkkEmUsguu1ZZw2eZ2Le54Fsk,0.002,20.73,22.653,-20.728,-1.0
7711,4hFVCYEfdZi8KY7tiiBtMz6Jw66wWSRN3QfnbXt6uwkL,0.003,-6.34,22.631,6.343,inf
831,9HFfSXd4hMmRb8c7axTSa2nrEzFAMGQiDDp5xGCBxZSk,0.001,61.04,22.626,-61.039,-1.0
3145,GuqfG5Dh3UEd69P7M5Kjm1xcKBAHECoJPzEog22qHMj1,0.007,-75.5,22.59,75.507,inf
4022,2NFS2v8U91wh1raP8qWedRvbXYRfsa3V3VscyJtJBdKq,726.9,458.82,22.584,268.08,0.584
1955,EeY3CWJew2tfcRRsdwaiCvuSbA1JWmJftMrk7GiYE4m5,0.009,57.7,22.519,-57.691,-1.0
1678,FeS7FT99ktC9UdykL9MPi9cqPfNmSxori9MJ5iYSJD4i,0.007,23.24,22.481,-23.233,-1.0
6975,8ZmqhZgy2YqB1mnZwGyAQwmm9Y8xqfb3kUW3MWNYwkNW,0.003,23.56,22.439,-23.557,-1.0
1638,3CJb9dqabFQ6dgep7DLEaX5Ecbpf5drM73FdGDiJMub9,0.004,23.45,22.439,-23.446,-1.0
6396,3pP3QMc98JUjL2LJwSe3XJP5wRcEPRbukecPgdYhBGkG,0.007,24.11,22.438,-24.103,-1.0
1507,BnWwaghAdF6rYXXofLEJWWvUkjPLk67yHHg6q1LyFNXJ,0.007,25.41,22.437,-25.403,-1.0
5620,kDp9RDHR1YQ7owU1dAUvQ9ZKTpoTihRRUL7o2aE2ur5,0.005,23.37,22.436,-23.365,-1.0
432,AaqEvskFuSn6C9CiBP7d9jj3AUhnZswspz4ewC7CcEJz,0.009,22.56,22.436,-22.551,-1.0
6461,6FLYWzsjToT1mmHnsVgyAFjMC6QYDhCWh11v7ikhkUV9,0.008,27.66,22.435,-27.652,-1.0
3790,FUYx5fWFR5jn3nQP22Xx32jY8Ret2DMn1JztCo5DnWmP,0.006,24.58,22.419,-24.574,-1.0
4731,7orNFKiVpJvt5cLBdiihkee9Kh9VsSEL9bKCnhwTqq7g,0.004,25.44,22.415,-25.436,-1.0
1687,7tQfJyYk3Dkgz1AuD9Ww7oRJ9S52wHg8XUsdAUXD2rBH,0.004,52.79,22.411,-52.786,-1.0
7145,HVH2PN6jp2utPBWQZog3J1G7egyqYtqvicEM8d3C9CnB,0.003,38.4,22.392,-38.397,-1.0
7785,9xeAn2xVT7WLuiKsfFTayEv1u6zRGvxztj8arzuVytW1,0.002,22.5,22.39,-22.498,-1.0
5266,5DWrv35zino7zoq1mPoF4KHjsrJ8GrNePGtF8MgRBGMf,0.003,27.7,22.357,-27.697,-1.0
7760,BjcUFq7eQdtmoSp6FFMnEZDDFGdpyafcPi4VhzZdtELQ,0.001,-862.58,22.357,862.581,inf
7425,8f5S1bWgADYwjWXoQdhH6LSX1U7etNJxbUk9FDycF4wC,0.009,59.34,22.354,-59.331,-1.0
3892,6MqhiLUqqcxgpWpgiQEjfaLc4cqL5aZdCopixNcDk3A9,0.004,23.32,22.339,-23.316,-1.0
175,3t37o2wsn3LjYKSAbf6D8AqR77RNrbRGCbbkxYqwr15c,0.004,8.98,22.327,-8.976,-1.0
3883,HkXe2TVHfX7w2EczaPJgWY7KocRyGVJnz8EXTt9hrcyG,0.009,25.05,22.27,-25.041,-1.0
4621,4Sr2CRe7jjCP3jYW4rTkuiXAEqZjVm3KH6ejJN4EezcM,223.929,248.0,22.263,-24.071,-0.097
5140,3KJpat5ovoNKXTq64823aqkNcTrQ2sDics8PnAjzhKt6,0.002,50.05,22.252,-50.048,-1.0
5005,AyKJd7JK6525jE81cRYcLqGDfgWQZuBWAeEpWQ1Hmy9Z,0.007,24.26,22.219,-24.253,-1.0
1464,H1LmYkhqwTaagEzXbKqG7HHKWKkZSyzaersivccxEa3f,0.009,22.61,22.218,-22.601,-1.0
1408,DzokReALPxdb1n8YXEXWsLXT55eW5ZufPzBTstish7ep,0.0,23.27,22.217,-23.27,-1.0
2991,2Ws5iZaP72QQPWmiZGfJ2RQYqpEiyjv63uVfgssyvwog,0.0,24.23,22.216,-24.23,-1.0
2279,CPFvZqZU1WP9u5B1o94f9DCUgRLbp28tPovaeziJCaZT,0.002,23.72,22.216,-23.718,-1.0
4998,GQjzhBpQyGNNdWCuao7vLgEXQeEBJAPNcppTbDpPV1CU,0.009,24.63,22.216,-24.621,-1.0
7620,4Z6ncSi3zLjYk7ttrFyF4E4pQt4vsNyZ4sXvhGWiuwP7,0.004,26.94,22.213,-26.936,-1.0
1292,CNBSX7BJrGRwngHkTaVg7Pqs3EiV6f6ZcrPrE7SfdCwJ,0.002,31.54,22.209,-31.538,-1.0
1562,6969whjPJiWqHyox9uiGhx5vHgRWq9uv7k1VR7hrNew7,0.006,27.3,22.204,-27.294,-1.0
2518,2ft5U63ftgQNAii4VqdquGxKgQF19vq1DGQSyRG4HeN6,696.884,700.0,22.203,-3.116,-0.004
332,A8AhWFKJcWWXGNRJA5iaGkabvVRUGK8PEUnpmBJJYFFB,0.003,28.98,22.199,-28.977,-1.0
847,BKUTYmjUUDpx8nvC1x5ig8u6HrCvL7M7osFGJQxLVEuT,0.005,34.65,22.197,-34.645,-1.0
770,6e85LobDLg7La7zf3m7Rq4DZ4LWvmaJuw6hanWMBfDcd,0.006,33.74,22.188,-33.734,-1.0
2957,4AsAkdCjRbNmrb9AUq8dDYawpgDHcwPv48dUAksKv5Wj,101.047,1000.0,22.163,-898.953,-0.899
3094,A1EpUYfLzntQdRe4eGVpDuFcsvg2g4SXVquFaMKVmJZw,0.006,-100.67,22.157,100.676,inf
7222,HtWmR975FXTDLfSFHQDuysApwy8NfVPH9MFGZr5xHR9p,0.003,22.24,22.154,-22.237,-1.0
5263,9yDHiv4vGbQWYby3dAMCdVnwiYgXBV1jV6WCzKYUPiUs,0.009,146.59,22.131,-146.581,-1.0
3240,BQE2fzhHeM8WnjQTZqJziPf8mc6AXRpZW5ukFTJhSE4B,0.006,32.55,22.099,-32.544,-1.0
2127,H5fXQ1f2idVmvXSLsvNutXuimgL4MWujcm8emHYXEJs1,0.002,4.52,22.054,-4.518,-1.0
1676,7TBoPCDA6BACBPJvpwHVHQh1EeydCHD2KT4TaQ4NWrc3,0.0,63.25,22.029,-63.25,-1.0
1407,22QeqEpHPFE6x5NRu29vW8moPHDi3xYAvZsJuw7ZW4DM,0.001,-77.12,22.023,77.121,inf
3806,D41d8LExRiytWDF6hXupPdTGA78AQ6DAXyuK8sXUZHAS,0.007,29.76,22.01,-29.753,-1.0
6953,B5d6S2c1pMq3ZLpxocqQehWbViJQeus4fq8RzF3pwgPC,0.001,35.29,22.009,-35.289,-1.0
2679,BiXctHrXmcGPVz6DK2q6n4oqjhPQn8qBB3iPfcz5zmiq,0.009,28.38,22.002,-28.371,-1.0
6655,JAQ8iL3ARPi8sJBh527xEUHVCA7T9N55UTYiN4N4ETRQ,0.008,38.95,22.001,-38.942,-1.0
2951,HsX6mWewAGih7CY9u5xSdSdq1Whys2zS9DxxQY25CBDU,0.004,20.04,21.998,-20.036,-1.0
3995,EBVW6NXcUmC17CykzRRB3PgPojWd8JwBZ8Ku1KoLVfty,0.01,22.28,21.996,-22.27,-1.0
121,6ruafv8TcCj5FMxzFEukVHNy9ftxhu5xkbNnpFooqTe7,0.005,22.06,21.996,-22.055,-1.0
1264,2niwJbfx9JyE1Re35jCUdA7BA23JEkkTzdS7qUD1BCYD,0.002,28.29,21.996,-28.288,-1.0
5617,7KwYmoaLxUPfs1uowBqNirxZxoLmcqaSfSx6dYsguBuX,0.001,22.01,21.996,-22.009,-1.0
5618,6F1bi3haYRZXCs5xThy9MW7vUFvKuQmkiRSMmgx12Byh,0.001,22.01,21.996,-22.009,-1.0
1180,4VWMj2hCNgLADqQdEkTp4gdyi7bhHrSV6xgeVwo1ELum,0.001,22.01,21.996,-22.009,-1.0
6480,83cc9hXJ3tPtY2qc6gUTWQQzA3wEMqCkM3iD7o8qFjGK,0.005,22.44,21.996,-22.435,-1.0
4470,7Fo4e2Yb8mjqcXGZTT6QpdrgBtwjANPP4JihhCpJDChZ,0.007,22.37,21.996,-22.363,-1.0
4251,HxVTBsTT9dDwNc8pFgD1R7dCQZyKes6KsQWUZNBdTSXD,0.001,22.01,21.996,-22.009,-1.0
7603,2Muf9hNffQ68wjh1APEcBeH2MJ6eFCnGauKK7KkNedK9,0.003,21.87,21.996,-21.867,-1.0
7581,7kWUbnssLhdJQfcy4yRxUvJ5EYnTG8scYgteXpcr5eFQ,0.002,24.45,21.994,-24.448,-1.0
1987,4iAyxYsnv5UVvhBebPorkg3ZFTCrBzfkxHjSKJc6kn6M,0.001,27.95,21.99,-27.949,-1.0
4764,Bvd5oC1CYoqXH4X89c5iBEBFFnshbdfP8u1yZm2EaK3H,0.003,29.52,21.988,-29.517,-1.0
1472,9z8Km6QAddeeaGkLxpkvvPS2LyMystw5vzp2cLTSZiGX,0.008,31.58,21.987,-31.572,-1.0
7254,5fWBsaiTPsx7KtxdtRweAJLHExJ6PN11iyTmphHe7uk2,9.824,32.09,21.987,-22.266,-0.694
278,5zZaASdXDFEVP4KmK3rCYDQvvUsubW9V1C9bN2AyAb8,0.01,40.64,21.977,-40.63,-1.0
197,2STKHobNr8HLUbn4S6L4Ufis2WApjjdFSkRkQDtZ5ix1,0.003,48.16,21.97,-48.157,-1.0
1681,DvVfD1Tkb8vPs4duJH8bAC3YHeAgRjfAmAZprzzFV5na,0.01,57.69,21.909,-57.68,-1.0
4252,6R2XkyrqZKnvAD4faRrADCjhk9vvkMJqXp5gLREHKKxt,0.009,28.53,21.908,-28.521,-1.0
7467,GqAetBmTf1GHU62QDDBz9nNRg8dpEAnBS5os6LouXsKx,0.008,19.47,21.847,-19.462,-1.0
2632,FmNJsskyGBWqj2MHvtV8ABzy9yL2iercDxYwa4M2PYJB,4.817,26.38,21.812,-21.563,-0.817
2806,B5t3we4WWEEZLGv9yoiuRGDgbwHupZ1GN5VuWhRQgVdv,0.01,22.39,21.773,-22.38,-1.0
5490,GUkicc95kuD9TMac9XNDy67pKc7cVzX4AL3su61jMhMq,0.009,24.12,21.772,-24.111,-1.0
6577,8NhWNE2yKpfKc9igSkY3UtKd8DKSqVPDcdtfyNL24UZr,5.071,27.0,21.738,-21.929,-0.812
949,5pZdCej3z2mXGpuhVb5EBTsqu9Shx4SaxkyWfAAyw9jr,0.001,-111.96,21.725,111.961,inf
1935,661MsJKGwSvjunXGBBckSi1F2dpuJCn3T5FPKcyLzqAv,97.386,1000.0,21.702,-902.614,-0.903
2931,8unnKGDJbF5BzZdEUG6TKrD7N2Z9P8QJwFGHBhHBeiXk,0.004,25.06,21.692,-25.056,-1.0
7416,87bJifBfk3X1ALCPKKbNqwTFteo1RHfSsJVYgSCWS7BJ,0.007,-330.48,21.688,330.487,inf
334,EoqDtyPmjT1Rgx6avunfLkAhHJq67oqVY5MmkZynYabG,5.019,28.0,21.682,-22.981,-0.821
4296,9AGmzPr4EVoTpZK5PA1rjdPbB3G4hAybXmAaastKJe6q,0.01,44.71,21.676,-44.7,-1.0
7755,CiXvhP2kXFtGy9cpm7Z4m4WG4SCEFFcV4JkaxtgsbDUA,0.002,38.08,21.67,-38.078,-1.0
2334,EhwYK4XSZAp2ioVhcucAn6RfwNHcxfpz8NDfsjth3T65,0.009,30.37,21.664,-30.361,-1.0
471,Ad3zGB2Py2pHWLPSTAzpE33cLzDsTS9TDvHoNP18FfUC,0.009,30.14,21.635,-30.131,-1.0
